occupancy_price,query_loss,query_accuracy,exact_set_accuracy,exact_group_accuracy,mean_private_rows,logical_rows,active_fraction,overlay_mib,allocator_map_mib,value_plus_map_mib,dense_to_overlay_compression,dense_to_value_plus_map_compression,dense_state_savings,value_plus_map_savings,row_reduction_vs_unpriced
0.0,1.9283113651831365,0.6026835123697917,0.5663736979166667,0.4168558881326687,3309.198291015625,7168,0.4616627080099923,1.628443040450414,0.02734375,1.655786790450414,2.149292246065867,2.113798721058715,0.5347305598713104,0.5269180598713104,0.0
0.012,1.9367258973891788,0.6027903238932292,0.5649088541666667,0.416785491756135,2311.536767578125,7168,0.3224800177982875,1.137497889995575,0.02734375,1.164841639995575,3.0769287844688797,3.004700278411489,0.6750006028584071,0.6671881028584071,0.3014813364753999
0.024,1.9295657290135948,0.6040751139322916,0.5769694010416667,0.41792231834739263,1778.569873046875,7168,0.24812637737819127,0.8752270330985387,0.02734375,0.9025707830985387,3.9989624036280738,3.8778122065778033,0.7499351334004175,0.7421226334004175,0.4625375342796352
0.04,1.9426545595290967,0.5993204752604167,0.5444986979166667,0.4148533358895706,1385.244189453125,7168,0.1932539326804025,0.681673048933347,0.02734375,0.709016798933347,5.134426255338466,4.936413361806716,0.8052362717333295,0.7974237717333295,0.5813958343886427
0.12,1.9359343492274133,0.603662109375,0.5734212239583333,0.4175838166219325,1015.7225423177083,7168,0.14170236360459101,0.4998329430818558,0.02734375,0.5271766930818558,7.00233957853958,6.639140246392775,0.8571905876908983,0.8493780876908983,0.6930608404230822
0.24,1.9560497428597154,0.5985483805338542,0.5404459635416666,0.4143321031441718,746.8668131510417,7168,0.10419458888825917,0.36753013283014296,0.02734375,0.39487388283014296,9.523028691684319,8.863589495751844,0.8949913906199591,0.8871788906199591,0.7743058144388739
0.4,1.9625300751076913,0.5950103759765625,0.525732421875,0.41277289829371167,687.1716634114583,7168,0.0958665825071789,0.33815438399712244,0.02734375,0.36549813399712244,10.350302008888885,9.575972281236202,0.9033844617151079,0.8955719617151079,0.792344972110886
